Cluster,Country_Count,Index,Infrastructure,Affordability
0,190,85.98942105263158,88.01905263157894,82.56731578947368
1,148,35.182094594594595,47.21641891891892,29.50344594594595
2,182,56.4567032967033,59.83862637362637,50.425109890109894
3,170,70.33076470588234,68.34123529411765,64.70505882352941
